"cve_ent_mun","fecha","confirmados","decesos","pruebas","indice_vulnerabilidad"
"13024","30/06/2020",8,4,12,"vulnerabilidad baja"
"13025","30/06/2020",5,2,8,"vulnerabilidad media"
"13026","30/06/2020",1,0,3,"vulnerabilidad media"
"13027","30/06/2020",7,2,13,"vulnerabilidad media"
"13028","30/06/2020",163,23,275,"vulnerabilidad media"
"13029","30/06/2020",32,7,54,"sin vulnerabilidad"
"13030","30/06/2020",41,10,87,"vulnerabilidad media"
"13031","30/06/2020",1,0,2,"vulnerabilidad baja"
"13032","30/06/2020",12,1,34,"vulnerabilidad media"
"13033","30/06/2020",1,1,1,"sin vulnerabilidad"
"13034","30/06/2020",1,1,7,"vulnerabilidad media"
"13035","30/06/2020",8,1,17,"vulnerabilidad baja"
"13036","30/06/2020",3,1,7,"vulnerabilidad media"
"13037","30/06/2020",7,3,16,"vulnerabilidad media"
"13038","30/06/2020",7,0,12,"vulnerabilidad media"
"13039","30/06/2020",22,5,36,"vulnerabilidad baja"
"13040","30/06/2020",0,0,1,"vulnerabilidad media"
"13041","30/06/2020",41,8,73,"vulnerabilidad media"
"13042","30/06/2020",2,0,5,"vulnerabilidad baja"
"13043","30/06/2020",0,0,2,"vulnerabilidad media"
"13044","30/06/2020",2,0,8,"vulnerabilidad baja"
"13045","30/06/2020",6,0,11,"vulnerabilidad baja"
"13046","30/06/2020",13,3,24,"vulnerabilidad media"
"13047","30/06/2020",0,0,1,"vulnerabilidad media"
"13048","30/06/2020",908,124,1966,"vulnerabilidad media"
"13049","30/06/2020",3,1,7,"vulnerabilidad media"
"13050","30/06/2020",23,5,38,"vulnerabilidad baja"
"13051","30/06/2020",322,23,667,"vulnerabilidad media"
"13052","30/06/2020",67,14,103,"vulnerabilidad baja"
"13053","30/06/2020",2,1,6,"vulnerabilidad media"
"13054","30/06/2020",27,7,48,"sin vulnerabilidad"
"13055","30/06/2020",12,2,19,"vulnerabilidad baja"
"13056","30/06/2020",29,7,65,"vulnerabilidad media"
"13057","30/06/2020",16,4,30,"vulnerabilidad baja"
"13058","30/06/2020",2,1,9,"vulnerabilidad media"
"13059","30/06/2020",14,3,31,"vulnerabilidad media"
"13060","30/06/2020",6,0,13,"vulnerabilidad baja"
"13061","30/06/2020",166,28,294,"vulnerabilidad baja"
"13062","30/06/2020",1,0,6,"vulnerabilidad media"
"13063","30/06/2020",146,22,258,"sin vulnerabilidad"
"13064","30/06/2020",5,0,14,"vulnerabilidad baja"
"13065","30/06/2020",15,2,26,"sin vulnerabilidad"
"13066","30/06/2020",22,7,29,"vulnerabilidad baja"
"13067","30/06/2020",67,21,97,"vulnerabilidad alta"
"13068","30/06/2020",1,0,2,"vulnerabilidad media"
"13069","30/06/2020",374,63,677,"vulnerabilidad media"
"13070","30/06/2020",24,5,41,"vulnerabilidad media"
"13071","30/06/2020",0,0,3,"vulnerabilidad media"
"13072","30/06/2020",21,3,40,"sin vulnerabilidad"
"13073","30/06/2020",3,0,12,"vulnerabilidad media"
"13074","30/06/2020",46,11,75,"vulnerabilidad media"
"13075","30/06/2020",71,11,103,"sin vulnerabilidad"
"13076","30/06/2020",165,36,314,"vulnerabilidad baja"
"13077","30/06/2020",173,26,340,"vulnerabilidad media"
"13078","30/06/2020",13,3,18,"vulnerabilidad media"
"13079","30/06/2020",0,0,1,"vulnerabilidad baja"
"13080","30/06/2020",3,0,6,"vulnerabilidad media"
"13081","30/06/2020",6,1,20,"vulnerabilidad media"
"13082","30/06/2020",42,6,58,"vulnerabilidad baja"
"13083","30/06/2020",76,9,166,"vulnerabilidad baja"
"13084","30/06/2020",8,2,15,"vulnerabilidad media"
"14001","30/06/2020",7,1,60,"vulnerabilidad baja"
"14002","30/06/2020",7,1,40,"sin vulnerabilidad"
"14003","30/06/2020",8,1,38,"sin vulnerabilidad"
"14004","30/06/2020",6,0,10,"vulnerabilidad baja"
"14005","30/06/2020",3,0,18,"vulnerabilidad baja"
"14006","30/06/2020",17,3,95,"sin vulnerabilidad"
"14007","30/06/2020",4,2,10,"sin vulnerabilidad"
"14008","30/06/2020",10,0,68,"vulnerabilidad baja"
"14009","30/06/2020",5,0,26,"sin vulnerabilidad"
"14010","30/06/2020",27,0,45,"vulnerabilidad baja"
"14011","30/06/2020",0,0,10,"vulnerabilidad baja"
"14012","30/06/2020",2,1,5,"sin vulnerabilidad"
"14013","30/06/2020",30,1,203,"sin vulnerabilidad"
"14014","30/06/2020",1,0,11,"vulnerabilidad baja"
"14015","30/06/2020",44,3,226,"sin vulnerabilidad"
"14016","30/06/2020",7,1,44,"vulnerabilidad baja"
"14017","30/06/2020",8,2,26,"vulnerabilidad baja"
"14018","30/06/2020",60,7,306,"sin vulnerabilidad"
"14019","30/06/2020",0,0,9,"vulnerabilidad media"
"14020","30/06/2020",3,0,8,"vulnerabilidad baja"
"14021","30/06/2020",2,0,21,"vulnerabilidad baja"
"14022","30/06/2020",27,5,82,"vulnerabilidad baja"
"14023","30/06/2020",142,5,599,"vulnerabilidad baja"
"14024","30/06/2020",23,4,64,"sin vulnerabilidad"
"14025","30/06/2020",35,3,178,"sin vulnerabilidad"
"14026","30/06/2020",0,0,2,"sin vulnerabilidad"
"14027","30/06/2020",0,0,10,"vulnerabilidad media"
"14028","30/06/2020",10,0,44,"sin vulnerabilidad"
"14029","30/06/2020",5,0,30,"vulnerabilidad baja"
"14030","30/06/2020",22,1,102,"vulnerabilidad baja"
"14031","30/06/2020",1,0,3,"vulnerabilidad media"
"14032","30/06/2020",4,0,17,"vulnerabilidad baja"
"14033","30/06/2020",8,2,25,"vulnerabilidad baja"
"14034","30/06/2020",0,0,7,"sin vulnerabilidad"
"14035","30/06/2020",6,1,45,"vulnerabilidad baja"
"14036","30/06/2020",1,0,12,"sin vulnerabilidad"
"14037","30/06/2020",8,3,88,"sin vulnerabilidad"
"14038","30/06/2020",1,0,8,"sin vulnerabilidad"
"14039","30/06/2020",2246,296,7856,"vulnerabilidad media"
"14040","30/06/2020",0,0,3,"vulnerabilidad baja"
"14041","30/06/2020",1,1,15,"sin vulnerabilidad"
"14042","30/06/2020",3,0,12,"vulnerabilidad baja"
"14043","30/06/2020",10,1,41,"sin vulnerabilidad"
"14044","30/06/2020",14,2,58,"vulnerabilidad media"
"14045","30/06/2020",0,0,26,"vulnerabilidad media"
"14046","30/06/2020",8,1,32,"vulnerabilidad baja"
"14047","30/06/2020",9,0,37,"sin vulnerabilidad"
"14048","30/06/2020",4,2,39,"vulnerabilidad baja"
"14049","30/06/2020",2,0,8,"vulnerabilidad baja"
"14050","30/06/2020",26,4,127,"vulnerabilidad media"
"14051","30/06/2020",16,1,61,"sin vulnerabilidad"
"14052","30/06/2020",0,0,4,"vulnerabilidad baja"
"14053","30/06/2020",63,3,266,"sin vulnerabilidad"
"14054","30/06/2020",0,0,11,"sin vulnerabilidad"
"14055","30/06/2020",2,1,16,"sin vulnerabilidad"
"14056","30/06/2020",0,0,8,"vulnerabilidad media"
"14057","30/06/2020",0,0,5,"vulnerabilidad baja"
"14058","30/06/2020",8,0,46,"sin vulnerabilidad"
"14059","30/06/2020",0,0,7,"vulnerabilidad media"
"14060","30/06/2020",0,0,3,"sin vulnerabilidad"
"14061","30/06/2020",3,0,18,"vulnerabilidad media"
"14062","30/06/2020",0,0,5,"vulnerabilidad baja"
"14063","30/06/2020",99,10,404,"vulnerabilidad media"
"14064","30/06/2020",0,0,55,"sin vulnerabilidad"
"14065","30/06/2020",5,1,12,"vulnerabilidad baja"
"14066","30/06/2020",34,1,100,"vulnerabilidad baja"
"14067","30/06/2020",521,56,1411,"vulnerabilidad media"
"14068","30/06/2020",2,0,10,"vulnerabilidad baja"
"14069","30/06/2020",1,0,8,"vulnerabilidad media"
"14070","30/06/2020",132,13,454,"vulnerabilidad alta"
"14071","30/06/2020",1,0,10,"vulnerabilidad baja"
"14072","30/06/2020",0,0,14,"sin vulnerabilidad"
"14073","30/06/2020",108,7,370,"vulnerabilidad baja"
"14074","30/06/2020",6,1,28,"vulnerabilidad baja"
"14075","30/06/2020",0,0,7,"sin vulnerabilidad"
"14076","30/06/2020",0,0,3,"sin vulnerabilidad"
"14077","30/06/2020",9,0,45,"sin vulnerabilidad"
"14078","30/06/2020",11,1,87,"vulnerabilidad baja"
"14079","30/06/2020",6,0,30,"vulnerabilidad baja"
"14080","30/06/2020",1,1,10,"sin vulnerabilidad"
"14081","30/06/2020",3,1,11,"sin vulnerabilidad"
"14082","30/06/2020",10,1,67,"vulnerabilidad baja"
"14083","30/06/2020",46,8,138,"sin vulnerabilidad"
"14084","30/06/2020",8,0,48,"sin vulnerabilidad"
"14085","30/06/2020",4,0,56,"sin vulnerabilidad"
"14086","30/06/2020",1,0,10,"vulnerabilidad baja"
"14087","30/06/2020",2,0,16,"vulnerabilidad baja"
"14088","30/06/2020",7,1,24,"sin vulnerabilidad"
"14089","30/06/2020",0,0,2,"sin vulnerabilidad"
"14090","30/06/2020",0,0,8,"sin vulnerabilidad"
"14091","30/06/2020",1,0,37,"vulnerabilidad baja"
"14092","30/06/2020",1,0,9,"vulnerabilidad baja"
"14093","30/06/2020",74,2,489,"vulnerabilidad baja"
"14094","30/06/2020",10,1,77,"vulnerabilidad baja"
"14095","30/06/2020",6,2,13,"sin vulnerabilidad"
"14096","30/06/2020",8,0,43,"vulnerabilidad baja"
"14097","30/06/2020",385,32,1292,"vulnerabilidad media"
"14098","30/06/2020",559,69,1724,"vulnerabilidad media"
"14099","30/06/2020",3,1,26,"vulnerabilidad baja"
"14100","30/06/2020",10,3,45,"vulnerabilidad baja"
"14101","30/06/2020",405,38,1439,"vulnerabilidad media"
"14102","30/06/2020",2,0,16,"sin vulnerabilidad"
"14103","30/06/2020",1,0,23,"sin vulnerabilidad"
"14104","30/06/2020",3,0,5,"sin vulnerabilidad"
"14105","30/06/2020",12,1,52,"sin vulnerabilidad"
"14106","30/06/2020",5,0,13,"vulnerabilidad baja"
"14107","30/06/2020",4,1,11,"vulnerabilidad baja"
"14108","30/06/2020",10,1,37,"vulnerabilidad baja"
"14109","30/06/2020",2,0,28,"vulnerabilidad baja"
"14110","30/06/2020",1,0,17,"sin vulnerabilidad"
"14111","30/06/2020",1,0,22,"vulnerabilidad baja"
"14112","30/06/2020",0,0,6,"vulnerabilidad baja"
"14113","30/06/2020",6,0,15,"vulnerabilidad baja"
"14114","30/06/2020",13,4,42,"sin vulnerabilidad"
"14115","30/06/2020",0,0,2,"vulnerabilidad media"
"14116","30/06/2020",0,0,16,"vulnerabilidad baja"
"14117","30/06/2020",5,0,33,"sin vulnerabilidad"
"14118","30/06/2020",5,0,62,"sin vulnerabilidad"
"14119","30/06/2020",49,4,87,"vulnerabilidad baja"
"14120","30/06/2020",1075,61,4584,"vulnerabilidad media"
"14121","30/06/2020",16,1,48,"sin vulnerabilidad"
"14122","30/06/2020",3,1,22,"vulnerabilidad baja"
"14123","30/06/2020",6,2,23,"vulnerabilidad baja"
"14124","30/06/2020",26,0,144,"vulnerabilidad baja"
"14125","30/06/2020",1,0,12,"vulnerabilidad baja"
"15001","30/06/2020",71,7,207,"vulnerabilidad media"
"15002","30/06/2020",221,21,726,"vulnerabilidad muy alta"
"15003","30/06/2020",17,0,78,"vulnerabilidad media"
"15004","30/06/2020",8,0,70,"vulnerabilidad media"
"15005","30/06/2020",168,27,413,"vulnerabilidad alta"
"15006","30/06/2020",35,4,98,"vulnerabilidad media"
"15007","30/06/2020",42,3,100,"vulnerabilidad baja"
"15008","30/06/2020",8,0,43,"vulnerabilidad media"
"15009","30/06/2020",112,8,301,"vulnerabilidad media"
"15010","30/06/2020",25,4,46,"vulnerabilidad media"
"15011","30/06/2020",58,10,184,"vulnerabilidad alta"
"15012","30/06/2020",146,20,467,"vulnerabilidad media"
"15013","30/06/2020",902,167,1936,"vulnerabilidad media"
"15014","30/06/2020",221,23,632,"vulnerabilidad baja"
"15015","30/06/2020",35,3,66,"vulnerabilidad media"
"15016","30/06/2020",23,3,91,"sin vulnerabilidad"
"15017","30/06/2020",11,1,24,"vulnerabilidad baja"
"15018","30/06/2020",121,21,309,"vulnerabilidad media"
"15019","30/06/2020",77,12,169,"vulnerabilidad alta"
"15020","30/06/2020",609,102,1377,"vulnerabilidad media"
"15021","30/06/2020",15,2,69,"vulnerabilidad baja"
"15022","30/06/2020",47,3,111,"vulnerabilidad media"
"15023","30/06/2020",114,15,201,"vulnerabilidad alta"
"15024","30/06/2020",680,66,1499,"vulnerabilidad baja"
"15025","30/06/2020",1414,224,3135,"vulnerabilidad alta"
"15026","30/06/2020",14,1,63,"vulnerabilidad baja"
"15027","30/06/2020",30,5,92,"vulnerabilidad baja"
"15028","30/06/2020",35,2,102,"vulnerabilidad alta"
"15029","30/06/2020",278,42,747,"vulnerabilidad alta"
"15030","30/06/2020",29,2,98,"vulnerabilidad alta"
"15031","30/06/2020",1307,232,2812,"vulnerabilidad alta"
"15032","30/06/2020",16,3,71,"vulnerabilidad media"
"15033","30/06/2020",4024,685,8839,"vulnerabilidad alta"
"15034","30/06/2020",10,1,17,"vulnerabilidad baja"
"15035","30/06/2020",199,22,406,"vulnerabilidad baja"
"15036","30/06/2020",60,10,163,"vulnerabilidad baja"
"15037","30/06/2020",610,51,1745,"vulnerabilidad media"
"15038","30/06/2020",15,0,26,"vulnerabilidad media"
"15039","30/06/2020",1122,217,2301,"vulnerabilidad alta"
"15040","30/06/2020",28,1,207,"vulnerabilidad alta"
"15041","30/06/2020",3,0,9,"vulnerabilidad media"
"15042","30/06/2020",193,65,400,"vulnerabilidad alta"
"15043","30/06/2020",58,11,158,"vulnerabilidad media"
"15044","30/06/2020",35,10,78,"vulnerabilidad baja"
"15045","30/06/2020",85,4,395,"vulnerabilidad baja"
"15046","30/06/2020",29,2,81,"vulnerabilidad baja"
"15047","30/06/2020",45,11,134,"vulnerabilidad baja"
"15048","30/06/2020",88,11,268,"sin vulnerabilidad"
"15049","30/06/2020",12,3,30,"vulnerabilidad media"
"15050","30/06/2020",12,3,42,"vulnerabilidad baja"
"15051","30/06/2020",302,55,756,"vulnerabilidad media"
"15052","30/06/2020",12,2,40,"vulnerabilidad baja"
"15053","30/06/2020",160,15,276,"vulnerabilidad alta"
"15054","30/06/2020",679,101,1815,"vulnerabilidad media"
"15055","30/06/2020",44,6,87,"vulnerabilidad media"
"15056","30/06/2020",21,3,77,"vulnerabilidad media"
"15057","30/06/2020",2432,400,5494,"vulnerabilidad media"
"15058","30/06/2020",3513,587,8569,"vulnerabilidad alta"
"15059","30/06/2020",54,6,125,"vulnerabilidad alta"
"15060","30/06/2020",768,124,1516,"vulnerabilidad alta"
"15061","30/06/2020",12,2,53,"sin vulnerabilidad"
"15062","30/06/2020",125,15,280,"vulnerabilidad alta"
"15063","30/06/2020",28,4,69,"vulnerabilidad baja"
"15064","30/06/2020",79,7,292,"vulnerabilidad media"
"15065","30/06/2020",60,21,167,"sin vulnerabilidad"
"15066","30/06/2020",2,1,16,"vulnerabilidad baja"
"15067","30/06/2020",92,18,216,"vulnerabilidad media"
"15068","30/06/2020",43,5,101,"vulnerabilidad alta"
"15069","30/06/2020",8,1,20,"vulnerabilidad media"
"15070","30/06/2020",558,115,1162,"vulnerabilidad muy alta"
"15071","30/06/2020",3,0,14,"sin vulnerabilidad"
"15072","30/06/2020",45,5,98,"vulnerabilidad baja"
"15073","30/06/2020",58,10,160,"vulnerabilidad baja"
"15074","30/06/2020",133,19,373,"vulnerabilidad alta"
"15075","30/06/2020",33,1,121,"vulnerabilidad baja"
"15076","30/06/2020",192,38,417,"vulnerabilidad media"
"15077","30/06/2020",5,1,22,"vulnerabilidad media"
"15078","30/06/2020",5,0,35,"vulnerabilidad baja"
"15079","30/06/2020",15,6,62,"vulnerabilidad baja"
"15080","30/06/2020",4,1,60,"vulnerabilidad media"
"15081","30/06/2020",857,130,2204,"vulnerabilidad media"
"15082","30/06/2020",115,4,531,"vulnerabilidad media"
"15083","30/06/2020",54,1,129,"vulnerabilidad media"
"15084","30/06/2020",44,16,114,"sin vulnerabilidad"
"15085","30/06/2020",55,10,194,"vulnerabilidad media"
"15086","30/06/2020",6,0,47,"vulnerabilidad media"
"15087","30/06/2020",121,17,302,"vulnerabilidad media"
"15088","30/06/2020",139,7,543,"vulnerabilidad alta"
"15089","30/06/2020",17,2,38,"vulnerabilidad media"
"15090","30/06/2020",171,15,394,"vulnerabilidad alta"
"15091","30/06/2020",127,22,260,"vulnerabilidad media"
"15092","30/06/2020",98,26,294,"vulnerabilidad baja"
"15093","30/06/2020",22,4,63,"vulnerabilidad baja"
"15094","30/06/2020",26,4,46,"vulnerabilidad muy alta"
"15095","30/06/2020",102,22,208,"vulnerabilidad alta"
"15096","30/06/2020",32,6,85,"vulnerabilidad alta"
"15097","30/06/2020",8,0,84,"vulnerabilidad baja"
"15098","30/06/2020",11,1,17,"vulnerabilidad baja"
"15099","30/06/2020",448,63,1114,"vulnerabilidad alta"
"15100","30/06/2020",75,6,171,"vulnerabilidad muy alta"
"15101","30/06/2020",114,19,290,"vulnerabilidad alta"
"15102","30/06/2020",16,0,60,"sin vulnerabilidad"
"15103","30/06/2020",129,12,322,"vulnerabilidad media"
"15104","30/06/2020",2062,288,4614,"vulnerabilidad media"
"15105","30/06/2020",2,0,11,"vulnerabilidad media"
"15106","30/06/2020",2471,346,6540,"vulnerabilidad baja"
"15107","30/06/2020",8,1,103,"sin vulnerabilidad"
"15108","30/06/2020",292,40,602,"vulnerabilidad media"
"15109","30/06/2020",1022,209,2052,"vulnerabilidad media"
"15110","30/06/2020",144,9,436,"vulnerabilidad baja"
"15111","30/06/2020",24,2,75,"vulnerabilidad media"
"15112","30/06/2020",38,2,107,"vulnerabilidad media"
"15113","30/06/2020",50,4,118,"vulnerabilidad media"
"15114","30/06/2020",50,8,156,"vulnerabilidad media"
"15115","30/06/2020",148,32,328,"vulnerabilidad media"
"15116","30/06/2020",4,0,22,"sin vulnerabilidad"
"15117","30/06/2020",2,0,29,"vulnerabilidad media"
"15118","30/06/2020",344,61,806,"vulnerabilidad media"
"15119","30/06/2020",17,1,49,"vulnerabilidad media"
"15120","30/06/2020",430,62,965,"vulnerabilidad media"
"15121","30/06/2020",761,171,1562,"vulnerabilidad media"
"15122","30/06/2020",507,138,949,"vulnerabilidad alta"
"15123","30/06/2020",27,3,86,"vulnerabilidad media"
"15124","30/06/2020",41,8,118,"vulnerabilidad media"
"15125","30/06/2020",20,5,55,"vulnerabilidad alta"
"16001","30/06/2020",0,0,10,"vulnerabilidad media"
"16002","30/06/2020",5,0,9,"vulnerabilidad media"
"16003","30/06/2020",19,2,72,"vulnerabilidad baja"
"16004","30/06/2020",2,0,48,"vulnerabilidad media"
"16005","30/06/2020",14,2,32,"vulnerabilidad baja"
"16006","30/06/2020",367,31,723,"vulnerabilidad media"
"16007","30/06/2020",0,0,10,"vulnerabilidad baja"
"16008","30/06/2020",10,0,30,"vulnerabilidad media"
"16009","30/06/2020",18,2,51,"vulnerabilidad alta"
"16010","30/06/2020",10,4,16,"vulnerabilidad media"
"16011","30/06/2020",3,0,38,"vulnerabilidad baja"
"16012","30/06/2020",9,3,39,"vulnerabilidad media"
"16013","30/06/2020",10,1,35,"vulnerabilidad media"
"16014","30/06/2020",2,0,9,"vulnerabilidad baja"
"16015","30/06/2020",10,0,27,"vulnerabilidad baja"
"16016","30/06/2020",2,1,7,"vulnerabilidad media"
"16017","30/06/2020",16,3,78,"vulnerabilidad baja"
"16018","30/06/2020",14,0,122,"sin vulnerabilidad"
"16019","30/06/2020",3,0,47,"vulnerabilidad baja"
"16020","30/06/2020",19,3,170,"vulnerabilidad media"
"16021","30/06/2020",2,1,3,"vulnerabilidad alta"
"16022","30/06/2020",10,0,107,"vulnerabilidad media"
"16023","30/06/2020",4,0,17,"vulnerabilidad baja"
"16024","30/06/2020",6,0,23,"vulnerabilidad alta"
"16025","30/06/2020",18,0,97,"vulnerabilidad alta"
"16026","30/06/2020",0,0,1,"vulnerabilidad media"
"16027","30/06/2020",10,1,65,"vulnerabilidad media"
"16028","30/06/2020",8,1,34,"vulnerabilidad baja"
"16029","30/06/2020",1,1,3,"vulnerabilidad alta"
"16030","30/06/2020",1,0,6,"vulnerabilidad baja"
"16031","30/06/2020",6,1,18,"vulnerabilidad media"
"16032","30/06/2020",4,1,12,"vulnerabilidad alta"
"16033","30/06/2020",16,1,42,"vulnerabilidad media"
"16034","30/06/2020",37,3,148,"vulnerabilidad media"
"16035","30/06/2020",18,5,69,"vulnerabilidad media"
"16036","30/06/2020",6,0,55,"vulnerabilidad baja"
"16037","30/06/2020",2,1,9,"vulnerabilidad media"
"16038","30/06/2020",313,15,754,"vulnerabilidad alta"
"16039","30/06/2020",2,0,5,"vulnerabilidad baja"
"16040","30/06/2020",2,0,71,"vulnerabilidad media"
"16041","30/06/2020",9,2,33,"vulnerabilidad media"
"16042","30/06/2020",2,0,28,"vulnerabilidad baja"
"16043","30/06/2020",40,3,155,"vulnerabilidad alta"
"16044","30/06/2020",0,0,10,"vulnerabilidad media"
"16045","30/06/2020",8,1,80,"vulnerabilidad baja"
"16046","30/06/2020",38,2,83,"vulnerabilidad media"
"16047","30/06/2020",15,2,43,"vulnerabilidad media"
"16048","30/06/2020",0,0,9,"vulnerabilidad media"
"16049","30/06/2020",3,1,18,"vulnerabilidad media"
"16050","30/06/2020",69,1,335,"vulnerabilidad media"
"16051","30/06/2020",9,1,46,"vulnerabilidad baja"
"16052","30/06/2020",2015,124,4439,"vulnerabilidad baja"
"16053","30/06/2020",693,44,3189,"vulnerabilidad alta"
"16054","30/06/2020",0,0,19,"vulnerabilidad baja"
"16055","30/06/2020",288,43,575,"vulnerabilidad media"
"16056","30/06/2020",7,0,23,"vulnerabilidad media"
"16057","30/06/2020",7,1,17,"vulnerabilidad media"
"16058","30/06/2020",3,1,15,"vulnerabilidad media"
"16059","30/06/2020",2,2,4,"vulnerabilidad media"
"16060","30/06/2020",7,0,34,"sin vulnerabilidad"
"16061","30/06/2020",4,3,11,"vulnerabilidad alta"
"16062","30/06/2020",7,0,24,"vulnerabilidad media"
"16063","30/06/2020",5,1,12,"vulnerabilidad media"
"16064","30/06/2020",20,3,54,"vulnerabilidad media"
"16065","30/06/2020",45,4,86,"vulnerabilidad alta"
"16066","30/06/2020",53,6,169,"vulnerabilidad media"
"16067","30/06/2020",2,0,15,"vulnerabilidad baja"
"16068","30/06/2020",1,0,13,"vulnerabilidad media"
"16069","30/06/2020",99,9,458,"vulnerabilidad media"
"16070","30/06/2020",5,0,31,"vulnerabilidad baja"
"16071","30/06/2020",8,1,76,"vulnerabilidad baja"
"16072","30/06/2020",1,0,61,"vulnerabilidad media"
"16073","30/06/2020",12,0,44,"vulnerabilidad media"
"16074","30/06/2020",10,1,60,"vulnerabilidad media"
"16075","30/06/2020",7,0,57,"vulnerabilidad alta"
"16076","30/06/2020",11,1,69,"vulnerabilidad media"
"16077","30/06/2020",43,2,91,"vulnerabilidad media"
"16078","30/06/2020",11,0,94,"vulnerabilidad media"
"16079","30/06/2020",4,0,21,"vulnerabilidad alta"
"16080","30/06/2020",2,0,14,"vulnerabilidad media"
"16081","30/06/2020",7,1,13,"vulnerabilidad alta"
"16082","30/06/2020",20,3,75,"vulnerabilidad media"
"16083","30/06/2020",8,1,21,"vulnerabilidad media"
"16084","30/06/2020",1,0,32,"vulnerabilidad media"
"16085","30/06/2020",17,0,71,"vulnerabilidad media"
"16086","30/06/2020",3,0,27,"vulnerabilidad baja"
"16087","30/06/2020",4,0,25,"vulnerabilidad baja"
"16088","30/06/2020",46,4,258,"vulnerabilidad alta"
"16089","30/06/2020",18,0,49,"vulnerabilidad media"
"16090","30/06/2020",2,0,11,"vulnerabilidad alta"
"16091","30/06/2020",1,0,8,"vulnerabilidad media"
"16092","30/06/2020",1,0,2,"vulnerabilidad alta"
"16093","30/06/2020",29,1,101,"vulnerabilidad alta"
"16094","30/06/2020",4,1,25,"vulnerabilidad baja"
"16095","30/06/2020",2,0,12,"vulnerabilidad baja"
"16096","30/06/2020",0,0,1,"vulnerabilidad alta"
"16097","30/06/2020",6,2,20,"vulnerabilidad media"
"16098","30/06/2020",20,4,55,"vulnerabilidad media"
"16099","30/06/2020",15,1,53,"vulnerabilidad media"
"16100","30/06/2020",12,2,34,"vulnerabilidad media"
"16101","30/06/2020",3,0,48,"vulnerabilidad media"
"16102","30/06/2020",486,44,1242,"vulnerabilidad alta"
"16103","30/06/2020",6,1,12,"vulnerabilidad media"
"16104","30/06/2020",3,2,21,"vulnerabilidad baja"
"16105","30/06/2020",3,3,10,"vulnerabilidad baja"
"16106","30/06/2020",21,2,95,"vulnerabilidad media"
"16107","30/06/2020",16,2,95,"vulnerabilidad media"
"16108","30/06/2020",143,16,748,"vulnerabilidad alta"
"16109","30/06/2020",12,0,53,"sin vulnerabilidad"
"16110","30/06/2020",40,2,174,"vulnerabilidad media"
"16111","30/06/2020",14,1,25,"vulnerabilidad alta"
"16112","30/06/2020",127,23,432,"vulnerabilidad alta"
